appartement;studio;maison;chambre;nb_photo;prix;nb_pieces;nb_chambres;surface;distance_station_0;distance_station_1;distance_station_2;Cathédrale Notre-Dame de Paris;Basilique du Sacré-Cœur de Montmartre;Musée du Louvre;Tour Eiffel;Centre Pompidou;Musée d’Orsay;Cité des sciences et de l’industrie;Chapelle Notre-Dame de la Médaille miraculeuse;Grand site du Jardin des plantes;Arc de triomphe;Grand Palais;distance_université_plus_près;arrondissement
1;0;0;0;6;650000;2;1;47;42.7165272648776;370.594150913695;313.151777216641;3472.189843614;1372.31793827715;2278.38280730076;3422.94610146867;2876.23484660584;2270.00209088306;4777.11632895785;3293.87541335668;4209.59667308984;2456.24842091446;1914.09395993985;3372.19938260197;0
1;0;0;0;10;1550000;3;1;88;274.941475501167;398.709744417725;474.859043731775;2905.4780518077;2348.40707199261;1645.1415297304;2443.64466954869;2554.9807392828;1305.40877600342;5583.45659972117;2263.70481398978;3576.42289028195;1959.49789595473;878.035057563005;2606.57656125427;0
1;0;0;0;8;705000;5;3;85;101.168497520624;378.842818172767;357.727730601123;4072.49449851327;5893.56578446201;5021.13199540866;8154.11408628847;3969.63558041803;5830.7385458228;4876.04606647492;6062.62341380902;3949.45608865628;8404.81339008489;6981.77191395833;3152.90313356119;1
1;0;0;0;5;320000;2;1;30;252.855997036732;372.403527312724;503.213862787252;4125.978168485;5836.50606877758;5045.42058774818;8193.98563915269;3989.8656916627;5862.1893379787;4741.43379916136;6120.43666206105;4029.97750733415;8411.74750503099;7000.06365306426;3307.05962086956;1
0;1;0;0;12;225000;1;0;25;216.65727455564;420.952471547886;527.496900440489;4340.81154487266;5863.23889812427;5216.38281051341;8384.72990468415;4157.22187963684;6042.6540579685;4586.75072352353;6338.21251411848;4279.01007326826;8550.98384328428;7158.9048268125;3606.25067267489;1
1;0;0;0;6;513000;2;1;29;139.902728081882;278.366364953259;395.75733867759;489.118830674584;4230.84920763477;1529.38660695927;4021.69454657362;1349.11544498737;1963.5580536435;5995.8392042445;1815.57786752371;469.012184616279;4737.42436441764;3221.02400738813;322.832875858596;0
1;0;0;0;13;1680000;4;3;105;68.6176475497982;352.771070123459;330.920199262316;6259.0314512608;7182.30678440069;5557.7731637463;2461.14868464223;6569.63523026441;4714.44482762679;10474.295366438;4262.50056485463;6435.33139651079;3639.8904232622;4024.16133416177;2351.45377787517;1
1;0;0;0;11;540000;2;1;48;230.678041330727;274.639527831791;354.163818791569;6140.86059287985;6955.42593165329;5399.53196623783;2262.84130991325;6422.15623333621;4552.73773658325;10264.2060831007;4149.61949878005;6345.39973857858;3384.8062045142;3816.47666883615;2109.54585383158;1
1;0;0;0;0;1200000;4;3;96;237.294713701578;360.368496996771;360.368496996771;5755.75107419971;6958.07157570717;5133.90109058721;2191.93956270467;6118.52759676815;4303.94123789815;10176.7349340177;3759.92821540164;5890.59956817866;3607.78801482978;3750.55366285457;2265.90190683266;1
1;0;0;0;8;1180000;4;2;91;312.08626509507;290.38605257581;405.058664730265;5714.72283162505;6625.13567297235;4988.40849504114;1888.58799947868;6005.49007125192;4143.58090822949;9903.88242130311;3722.37067299125;5917.31902094507;3150.82492994087;3454.10017437684;1829.23090425611;1
1;0;0;0;12;920000;3;2;73;216.582370362278;380.064223426953;380.064223426953;5736.14449663485;6933.46888277204;5111.68363813708;2167.32734695036;6097.11364541237;4281.33026265628;10152.6472520141;3740.05977271221;5873.0597403628;3584.12825998015;3726.08531866797;2242.00645875072;1
1;0;0;0;6;790000;3;2;72;242.042485246059;235.742667417783;554.451717624075;3476.63978862321;2275.18757600561;2215.11741376597;2536.02069627377;3077.16714354751;1870.24442971405;5655.57771508458;2779.64047132839;4155.91098146345;1627.2789846556;1101.32177376734;2588.15975931431;0
1;0;0;0;12;610000;3;1;50;106.563802463059;298.980481409402;435.721461908796;3450.59586149747;2415.1700366826;2190.6083106064;2387.00474452083;3086.63205621445;1792.32642064036;5783.73407249458;2673.35639672752;4116.68966778987;1531.62922388267;958.136209041375;2449.5830882161;0
1;0;0;0;2;1620000;4;2;140;117.412184472163;169.655859380268;431.756526650802;4279.2934286293;2487.39422854758;3018.06519703643;2791.00529430696;3850.23794296464;2649.08624289126;5924.53401908485;3497.6207425745;4960.71116400097;1375.73076620608;1672.07120323768;2631.01093260134;1
1;0;0;0;8;530000;2;1;46;153.658145797929;185.361100298284;248.253583250372;2699.07039738863;1187.36096905915;1696.06713225516;3889.73513727112;1977.00983981233;2073.15510563482;4126.21631803896;3099.3113923407;3453.37409449343;3301.55877380178;2325.3408221977;2786.47776317855;0
1;0;0;0;13;1900000;3;2;150;230.402546570898;558.657872621118;824.61432721801;5983.50942087634;5840.52696808786;4972.34047980473;1922.06832156631;6031.74853309468;4154.93306888239;9259.79171602244;4161.39543539934;6378.19477164344;2047.24147027517;3065.33857025802;711.538767156927;1
1;0;0;0;8;950000;4;3;89;288.696269560587;598.138858370417;650.637408472446;3004.2835158417;6697.48044493353;4231.14269218183;6362.01224294721;3707.430322106;4635.24501213285;7537.68103069282;4164.13075454234;2273.76672257288;7362.67545832328;5865.76721872135;865.266918708384;1
1;0;0;0;12;670000;2;1;67;198.444954289061;521.749966590951;883.496170603376;3318.8236911944;7035.3755331019;4530.71841537505;6546.86506959048;4041.10635538495;4900.05755261026;7884.98287532578;4376.28071500218;2578.20898939607;7603.51728702764;6117.05498269891;982.528439927161;1
1;0;0;0;14;530000;3;2;73;221.512266872271;546.020250057433;940.563625572251;3190.75829767022;6952.68169822462;4369.28849743859;6260.98515414237;3953.56188708221;4689.18206628057;7957.28620761997;4115.07483999533;2438.74811237717;7361.76415828533;5888.09313061673;1299.64848203096;1
1;0;0;0;6;490000;3;2;53;307.236753195444;315.372467815055;954.762114072525;4358.27939724223;2999.41041530355;4294.37782947939;7200.01415959817;3575.9492340967;5052.32725220159;1214.54277508624;5877.84910354024;4875.54514307848;6629.17250106619;5659.55240201787;4927.89004297244;1
1;0;0;0;10;555000;3;2;47;162.762352820583;78.6023655438109;511.328915511384;3048.35976040718;5598.83061443733;2937.48297216411;2387.17170493227;3655.34998309141;2374.839582323;8242.45029072232;1358.32518765495;2990.90456808248;3921.9026123124;2849.15791739223;2338.1723185877;1
0;0;0;1;10;119000;1;0;8;201.622280629135;508.265393628556;508.265393628556;2931.32786359747;5554.5225965809;2860.8730390841;2473.95637549655;3553.45033830626;2328.61433793391;8158.52565132795;1297.41772875686;2859.70206600753;3977.72536702264;2863.54731071051;2226.43098046762;1
1;0;0;0;11;608000;3;2;57;119.753013785103;411.591182655419;576.609301435879;4462.52912867815;4365.50823970567;4833.58607886002;7981.19128653713;3879.84875123831;5671.09262826776;2403.83135606663;6300.70297079506;4762.30346600249;7703.52205960753;6529.88638941949;5136.62287605295;1
0;1;0;0;2;140000;1;0;13;261.766295446239;248.009827949434;551.599682363916;2372.93347008965;6168.16959862802;3439.16181199899;5169.96831281349;3211.32356904494;3663.8418775022;7585.74950433193;3032.4592206119;1639.45122261161;6290.71926448118;4832.88626858614;1802.55308832699;1
0;1;0;0;4;270000;1;0;17;118.869588115609;427.767325606332;476.779492023427;3862.84390815005;1259.47657943041;2685.5881749004;3695.35035369007;3234.21846491172;2682.53532648214;4696.6743814825;3700.99471369259;4605.23419320248;2559.37877494171;2240.19005400611;3696.76349760539;1
1;0;0;0;8;270000;2;1;38;270.960249768986;284.364509971297;512.893870258658;4015.50797627885;1296.67748111434;2837.39470929243;3764.40557272947;3384.1405164895;2822.04899907531;4722.61686159522;3835.39020189455;4757.95589362103;2567.61763101038;2336.26120975684;3738.74609812583;1
1;0;0;0;14;690000;2;1;50;193.479620082522;328.952761005178;260.251869480019;4011.50574243566;3644.68090002957;4243.92391436849;7346.17006091801;3348.03861146052;5066.96107375055;2075.45972174192;5758.91744243838;4402.16775624033;7007.3104073262;5869.01181329777;4657.08640060759;1
1;0;0;0;2;1030000;3;2;67;80.3124932639686;302.960722424408;338.463097988241;1063.12897877411;4859.04391563335;2233.08432075346;4578.63693433563;1886.68925062781;2646.66022827396;6342.78729280574;2339.31236683754;314.633554333209;5406.28212249361;3894.92686293399;745.521001221879;0
1;0;0;0;9;705000;3;2;61;235.850088865946;297.908490346345;625.642532427018;3467.75701927725;6483.22228950532;3689.66967994739;3383.08162764436;4212.90635600013;3273.71022496447;8899.6989999883;2229.02015534527;3177.50879729681;4965.48130913032;3884.63177448399;2697.32012411713;1
1;0;0;0;14;995000;4;2;87;228.238255924365;548.426647011612;482.740418694766;2679.71878350434;1290.31022426065;2058.55135297956;4729.90153327837;1828.55665846627;2685.74631273055;3332.9837605793;3628.53150940648;3400.65550345796;4219.40576429946;3184.21249117795;2996.84142033547;0
1;0;0;0;0;900000;2;1;74;419.422439703602;343.890792774767;430.204676920092;5222.57579061494;3626.79082404542;3975.96269663772;2648.85449348678;4902.96103111391;3429.78631499553;7045.58151769792;4068.91976607003;5848.08723564475;924.171192105902;2215.78816624961;1906.98505790823;1
0;0;1;0;12;4113500;11;8;252;420.966854035126;869.199809337513;341.861286231397;4463.38254493865;7371.66275800937;5678.8790813741;8437.98494438598;4778.59974374901;6339.88546986166;6978.03359688883;6202.16809089905;3977.68012478746;9104.96829391727;7594.00314625047;1707.64090018322;1
1;0;0;0;12;495000;6;4;104;364.833686984375;758.20744570577;535.930330597241;3940.5162011574;6970.29746668731;5168.49264867765;7892.32479534326;4295.8937978379;5812.21875433983;6802.65231805037;5655.29321495699;3435.38625305933;8582.63997175438;7069.04716262982;1230.36347067323;1
1;0;0;0;8;250000;2;1;26;426.906913015098;421.905649654328;543.78641322913;4635.20981606847;1461.96003583091;3998.98563802473;6217.96933835152;3772.77150674639;4512.29955988311;2086.96969160998;5517.93685203089;5332.32449555992;5240.10294313845;4661.1044465709;4974.11793126587;1
1;0;0;0;4;800000;4;2;77;155.655996476947;520.576574305669;814.369578768293;6951.41441477568;8224.36505778804;6394.31754756361;3461.37939958191;7360.54081981692;5572.1648507434;11458.2609409926;4969.96174327477;7024.00608799099;4758.24896424878;5026.024115946;3448.73294347331;1
1;0;0;0;14;975000;4;3;105;337.048975932472;384.955166014609;854.243294851442;4879.94303357251;1248.30238934659;3812.39535547035;4921.56691086998;4137.81426806518;3937.12600363988;4127.13999469287;4970.73191630658;5634.22654668318;3579.09972230234;3522.92671346133;4836.32678114635;1
1;0;0;0;3;189000;2;1;16;489.499736688389;574.292855439381;788.350980723027;5280.81402419032;1863.89603290692;4136.2043953185;4772.75996522782;4592.92034066689;4127.9080470588;4778.10988572283;5128.24582209925;6030.57540735753;3276.41942712339;3508.19892632147;4580.70161223522;1
0;1;0;0;7;240000;1;0;18;70.538139371416;70.538139371416;411.002802171995;5520.73110089852;4340.83394989706;4316.66174211574;2332.45710408518;5308.89026642986;3658.90016773094;7773.65975897842;4121.57298464316;6087.38471107017;881.057679505491;2398.45921418668;1145.85408997532;1
0;1;0;0;12;260000;1;0;15;248.494222114512;337.785840601212;503.274787225345;3250.05255566429;3218.32860790463;3485.31541532025;6614.97502067116;2577.28071653917;4315.41690839904;2538.18402771111;4989.77740947143;3671.23185309372;6359.28222078301;5162.76546293086;3888.84199932244;1
1;0;0;0;8;629000;3;1;55;288.529473194319;394.394038420895;638.495709781591;6138.87513912783;6608.36362181185;5291.6283783306;2088.73637846737;6337.84084492125;4443.34183170611;9970.38968791255;4182.31512069634;6414.38806674051;2923.98608109914;3565.85080067247;1753.07273778688;1
0;1;0;0;9;234000;1;0;18;276.300855268822;321.738634253565;332.936868832592;2109.56302803464;2767.21440757819;2299.70969193312;5466.46255337804;1382.86715975627;3139.53320968872;3431.79952740862;3791.04072829369;2630.58856652008;5357.65232427503;4065.31911074529;2713.82212675719;0
0;1;0;0;6;180000;1;1;13;194.048935682211;294.583311587054;308.825688360118;2059.78195913433;2475.83914692034;2078.01254834996;5207.35269015957;1258.18504063011;2903.16515127876;3452.84145187106;3613.68008311787;2651.04865980629;5049.28354425852;3780.18327658771;2610.06191337531;0
1;0;0;0;9;650000;2;1;54;185.775457287924;227.664389080746;445.73955932983;1623.26127220178;3594.6208321033;2324.31448345946;5509.05754449672;1264.61775093559;3157.01393864171;4231.13871395495;3563.99961255895;1925.34342671861;5686.84202515364;4269.43031586986;2286.55978016919;0
0;0;1;0;0;3450000;6;3;180;37.8897056304105;319.692938695839;459.3504197925;1801.51175834215;3702.76961078852;1096.22078880494;2305.89469369624;2038.81331973047;490.28698143408;6388.10272968393;562.287650232052;2223.61335806246;3027.11228954231;1539.7995052665;1172.64366268851;0
1;0;0;0;14;1395000;3;1;80;379.233454254647;383.374954221024;428.930493610957;977.977647857161;3459.63203028863;580.708562344658;3154.20049496452;1217.77219987375;908.626989361869;5773.65788033691;1204.08992015677;1540.62662875584;3684.33108592773;2167.62809892517;560.203296575551;0
1;0;0;0;14;800000;3;2;62;397.81005658686;498.757084049026;498.757084049026;3901.38581956423;3204.4789570763;2686.32203860195;1736.62474488148;3681.26880873992;2064.58734529138;6594.64370491831;2695.950339333;4494.85825977841;777.915888217323;832.852325573449;1669.93226025519;0
0;1;0;0;6;224000;1;0;15;260.332477358771;478.032981861446;478.032981861446;3827.33718800903;3049.45689073838;2599.23762322915;1865.5335983232;3578.91500921001;2013.16949783759;6439.73543801546;2697.56234645308;4436.19877341106;900.700136888941;821.191811382374;1822.42724351289;0
0;1;0;0;13;559000;1;0;37;102.968495599527;380.487700796962;385.741778376094;1318.16721634733;4183.8121983405;1318.27085413554;2947.58470078539;1881.08656328516;1206.29379446433;6520.90149639471;721.330050483309;1519.23818736171;3832.52746566023;2353.373508278;587.180177921613;0
0;1;0;0;5;325000;1;0;18;215.049158189399;287.658641845414;407.965328962354;1408.77905066279;4293.04669761015;1432.29695765816;2920.25129270528;1994.0335693753;1278.18378385053;6638.46629020768;681.546302099349;1561.17833344397;3856.810497449;2391.47711014922;680.783181337113;0
1;0;0;0;18;1600000;3;2;79;128.004412141103;316.409401157323;581.243590072807;3083.83170942869;5045.99928883667;2629.64903273631;1590.27017617594;3519.88632090578;1903.72021615844;7907.64076877509;1104.21965424967;3225.60263656685;3094.94560338708;2095.13633654968;2297.92986858768;1
1;0;0;0;12;1100000;4;2;91;161.082868107342;210.999282330781;409.35593188329;1767.99687038096;2031.47461571698;1098.4621792352;4054.93702556857;983.274938585466;1823.18514956061;4216.85408782601;2689.58711294089;2514.96429566735;3881.41017475049;2600.03102619;2016.78604305305;0
1;0;0;0;10;840000;3;2;68;14.3712684701053;362.126645800747;373.149772154819;1618.51262693525;2179.48606982473;972.4067606066;3996.17938094883;851.396844355094;1729.50625835909;4339.03060658115;2565.81091218816;2367.34607024859;3888.52926149963;2569.38388218045;1864.97836413596;0
1;0;0;0;12;982000;4;3;106;88.1213211585512;326.151562785881;362.12716655238;4520.90230463257;5241.21197966893;5161.81673484929;8365.21238142037;4124.69949051042;6010.65207688679;3520.23154331213;6481.40259473882;4643.67132349966;8302.42327793847;7010.68061908087;4538.44130988024;1
0;1;0;0;5;162000;1;0;17;161.447824895286;393.283034866593;456.861160703563;4745.69286172669;1056.68865538144;3911.41883044321;5732.06766664051;3910.59220003847;4282.59839186372;2897.73226221875;5321.27863353724;5480.47060652651;4599.83063741054;4214.20892095611;4968.29759580106;1
1;0;0;0;14;430000;3;2;36;55.582908257981;260.809902837906;412.452627034791;1737.52249054792;2171.09831273407;1374.03065360775;4441.61006415838;878.533054933739;2164.76449557909;3965.9933798792;2957.03037558435;2449.40956029407;4294.44048713822;3006.50099670491;2125.14209803619;0
1;0;0;0;14;988000;3;1;79;267.893224366356;456.230594153327;539.737860751276;4939.09139966101;3632.28696310087;3706.49819828068;2270.48927973131;4666.08485170866;3115.83594560336;7068.86365777818;3711.42200365819;5544.43720118255;542.693687726378;1878.77367964966;1749.50839363205;1
1;0;0;0;14;850000;4;2;86;183.121728850055;581.134709910049;884.761740223612;4751.95237729829;3280.80430392698;3503.45806190835;2424.8730588938;4429.97495572975;2972.09143423863;6716.4651809757;3651.4330575293;5383.15445361654;744.628244139048;1781.39903807315;2090.22491670832;1
0;1;0;0;10;338000;1;0;24;267.893224366356;603.486327062116;634.552726584735;4939.09139966101;3632.28696310087;3706.49819828068;2270.48927973131;4666.08485170866;3115.83594560336;7068.86365777818;3711.42200365819;5544.43720118255;542.693687726378;1878.77367964966;1749.50839363205;1
1;0;0;0;12;660000;3;2;65;400.255370420599;446.418265585669;1138.4955781327;3018.73356619194;6808.68474078664;4047.02002455124;5518.95416379778;3862.21661762166;4205.98202877801;8220.01702103971;3480.6229642567;2291.24565865628;6749.4822533122;5328.65940343917;2206.46948984224;1
1;0;0;0;12;360000;2;1;41;244.166810138858;373.16702017977;863.489374009336;3129.38070030854;6917.18724559288;4267.98472260424;6029.34470707958;3924.3784747226;4537.84678417768;8055.95637039553;3913.69032771275;2375.43533183023;7174.22451515471;5715.5454902572;1596.93048130974;1
1;0;0;0;10;950000;4;2;86;278.006549826064;417.214095527259;652.423668366815;3934.42842074335;6299.53368915974;3760.00685952321;2427.62337288135;4527.87861512795;3116.11531423562;9071.07851092472;2166.70204917289;3857.52808427628;4123.13796900395;3326.55529393934;3050.88558742021;1
1;0;0;0;10;630000;2;1;30;131.597129655859;314.84478808996;381.729912380663;1838.38073037863;5032.91176386315;2161.90728329162;3202.47002223765;2578.07350587424;1985.74229047958;7271.79015707377;1114.91587168705;1668.0749496898;4377.93509370789;2986.57532686466;1099.49814585381;0
0;0;1;0;12;1276000;5;3;94;433.266847178386;473.261759787709;455.854006405147;3576.62145073008;5609.27998534508;3200.83731134883;1738.76292331598;4064.62457011254;2482.96187602425;8486.12338806878;1644.25212812117;3639.25211690573;3397.56556875713;2581.06318783467;2404.44283719343;1
